Teks,Label
"b'Gue pulang ke Indonesia dari Eropa juga pake pertimbangan, gak mau bawa Virus ke keluarga gue juga. Kehidupan gue selama Corona juga cuman rumah-kerja-supermarket-rumah. Sebelum mau pergi ke Indonesia juga pasti test Corona. Gw sangat berhati2 &amp; waspada sama nih virus.'",Positif
b'Personil Unit Sabhara Polsek Lengkong melaksanakan Pengamanan dan Pendisiplinan Protokol Kesehatan dalam rangka Mencegah Penularan Virus Corona di GPIB MALABAR\n\nKAMI BEKERJA UNTUK ANDA\nANDA DI RUMAH UNTUK SEMUA\nUNTUK INDONESIA\n#POLRIUNTUKINDONESIA\n#POLRICEGAHCORONA https://t.co/TB3L9NVY52',Netral
"b'#Imbas Corona, Laba Saudi Aramco Anjlok 44 Persen pada 2020 - CNN Indonesia #Corona #Korona'",Netral
b'Bhabinkamtibmas Polsek Lengkong melaksanakan Pengamanan dan Pendisiplinan Protokol Kesehatan dalam rangka Mencegah Penularan Virus Corona di GIA Lengkong Besar\n\nKAMI BEKERJA UNTUK ANDA\nANDA DI RUMAH UNTUK SEMUA\nUNTUK INDONESIA\n#POLRIUNTUKINDONESIA\n#POLRICEGAHCORONA https://t.co/FSAHsgjUlY',Positif
"b'pulang kampung ke Indonesia saat corona ,bye belanda!!#pulangkampung https://t.co/tgiMvAXo8H #family #familyhistory #vlogger #pulangkampung #indonesia #CoronaPandemie'",Netral
"b'pulang kampung ke Indonesia saat corona ,bye belanda!!#pulangkampung https://t.co/tgiMvAXo8H bandara terbesar eropa jd bandara berhantu #YouTube #familyvlog #pulangkampungkeindonesia https://t.co/t2WEYOOV68'",Netral
b'Berbagai prediksi terkait kapan herd immunity tercapai di RI terus bermunculan usai dimulainya vaksinasi COVID-19. Prediksi mana yang paling realistis? https://t.co/TBd1RrNB3N',Positif
b'Indomy mendominasi 20% \nSemoga pas corona berakhir Bangtan bisa konser di Indonesia.. \xf0\x9f\xa4\x97amiin\n\n#ARMYCensus https://t.co/738RCuUI7O',Netral
b'Indonesia pastikan akan gunakan vaksin Astrazeneca.\nSaksikan berita selengkapnya di Kabar Pandemi Corona live bersama Imran Tajuddin hari ini jam 15.30 WIB hanya di tvOne &amp; live streaming di https://t.co/7Gr3a5KWDi #KabarPandemitvOne #diRumahNontontvOne #CariBeritaditvOne https://t.co/ZYVBzBbOoJ',Positif
b'Indonesia saat ini sedang dlm keadaan mendesak berkaitan dg ancaman penularan virus corona. Fakta itu jd salah satu pertimbangan MUI membolehkan penggunaan vaksin AstraZeneca. #AstraZenecaLawanCorona\n\nhttps://t.co/pG4cIT0PWv',Netral
"b'@dr_koko28 Logikanya begini Pak dok...\nCoba diingat:\n\nSiapa yang bicara corona tidak mungkin masuk ke Indonesia, Corona bisa sembuh sendiri, Corona bisa dihadapi dgn minum jamu dan makan tauge\nAyo prof @mohmahfudmd'",Negatif
b'Kalau pemerintah mengakui indonesia terbaik. \nBuzzer mengakui indonesia terbaik seluruh dunia. \nMengakui diri sendiri biasanya ada keanehan. \n https://t.co/SsTvlQrS3p',Positif
"b'@BadmintonLive1 ya manatau seperti Italian Junior 2020 min, tinggal semifinal/final eh dibatalin krn corona merebak di sana padahal banyak junior Indonesia yg melaju. ya kan manatau di AE 2021 ini terjadi juga wkwkwk jahatnya pikiranku ini\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'",Negatif
b'Berbagai prediksi terkait kapan herd immunity tercapai di Indonesia terus bermunculan usai dimulainya vaksinasi COVID-19. Prediksi mana yang paling realistis? https://t.co/n6qxuV9F6q',Positif
"b'Ketua Tim Advokasi Pelaksanaan Vaksinasi Pengurus Besar Ikatan Dokter Indonesia (IDI), Iris Rengganis mengemukakan belum ada penelitian terhadap pengaruh Vaksin COVID-19 bagi ibu hamil terhadap bayi yang dilahirkan.\n\nhttps://t.co/NlQ5sFquvr'",Positif
"b'Kasus\xc2\xa0varian baru Corona\xc2\xa0terus bertambah di Indonesia. Teranyar, Menteri Kesehatan Budi Gunadi Sadikin menyebut satu kasus impor Corona B117 datang dari Afrika.\nhttps://t.co/rwvHBtcToe https://t.co/wvRcp9IPtR'",Positif
b'@erry_ajah Sedangkan di Indonesia malahan kurang kompak untuk bikin vaksin mandiri \xf0\x9f\x98\xb7\nhttps://t.co/bczsdq82q3',Negatif
b'Indonesia Diminta Tak Boleh Gugat Jika Efek Vaksin Corona Membahayakan https://t.co/XMYyv64TvR',Negatif
"b'Menurut survei Jakpat, sebanyak 70,3% responden menyatakan konsumsi internet selama pandemi meningkat. #Databoks\n https://t.co/YHDMXO7CcK'",Netral
"b'Tinggalkan Inggris Sore Ini Alhamdulillah, Seluruh Tim Bulutangkis Indonesia Negatif Covid\n\n#badminton #bulutangkis #England\n#AllEngland #AllEngland2021 #AllEnglandOpen2021 #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMid \n\nhttps://t.co/Ppu1wk35p6'",Negatif
"b'Waspada Mutasi Virus Corona, Pemerintah Batasi WNA Masuk Indonesia https://t.co/O5NXUcSkOo https://t.co/4NQuHfZfSr'",Positif
"b'Waspada Mutasi Virus Corona, Pemerintah Batasi WNA Masuk Indonesia: Pemerintah terus membatasi masuknya warga negara asing (WNA) guna mewaspadai penyebaran Virus Covid-19. Terutama untuk mengantisipasi masuknya varian baru virus corona. ""Varian baru ini\xe2\x80\xa6 https://t.co/5iH4j6HXoh'",Positif
"b'Dear media di Indonesia, coba deh nonton ini. Tentang vaksin covid. Biar ga beritain ""Sudah divaksin 2x, si fulan positif corona"" melulu.\n\nhttps://t.co/FrOd4RN9Io'",Positif
b'Indonesia saat ini sedang dlm keadaan mendesak berkaitan dg ancaman penularan virus corona. Fakta itu jd salah satu pertimbangan MUI membolehkan penggunaan vaksin AstraZeneca.\n\nhttps://t.co/nT3T8mCGiJ #AstraZenecaLawanCorona',Netral
"b'Indonesia saat ini sdng dlm keadaan mndesak berkaitn dg ancamn penularan virus corona. Fakta itu jd slh satu prtimbangn MUI mmbolehkn penggunaan vaksin AstraZeneca. Fatwa MUI ttg hal ini pun sdh keluar, jd tdk prlu dperdebatkn lagi. #AstraZenecaLawanCorona\nhttps://t.co/RdI1J5vApl'",Netral
b'.Indonesia saat ini sedang dlm keadaan mendesak berkaitan dg ancaman penularan virus corona. Fakta itu jd salah satu pertimbangan MUI membolehkan penggunaan vaksin AstraZeneca. \nhttps://t.co/iO9PMdfMGK\n\n #AstraZenecaLawanCorona',Netral
b'Pengendalian masuknya orang dari luar negeri mengacu Surat Edaran Nomor 8 Tahun 2021. https://t.co/XaFx3o4HL5',Netral
b'Bantu penelitian kami mengenai kualitas hidup anak &amp; remaja Indonesia (10-18 tahun) selama pandemi corona dengan isi kuesioner di bawah ini yuk\xf0\x9f\x98\x8a\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\nhttps://t.co/DQtizLIRZG https://t.co/sivoBRSa4h',Netral
"b'@indozonemedia Dan yg perlu di catat, Indonesia pulang juga dengan hasil NEGATIF CORONA,ingat itu, official &amp; seluruh pemain kita sehat,gak ada yg menular kan,jadi alasan apa lagi untuk membuktikan kalo pemain kita layak di WO\xf0\x9f\xa4\x94\xf0\x9f\xa4\xab\xf0\x9f\x98\x8f'",Positif
"b'Kalo ga corona,yakin gw nct bolak balik ke Indonesia'",Positif
"b'Semoga corona ini segera pergi, dan bisa ada konser mereka lagi di indonesia..aminn,, semoga @bts_bighit @BigHitEnt @BTS_twt liat ya, dan indonesai masuk list tour konser mereka,,\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f \nSemangat INDOMY,,sayang BTS,sayang ARMY,sayang INDOMY semua,,\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x92\x9c\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\xf0\x9f\x98\x98\n#ARMYCensus'",Netral
b'@tonimalakian Modelling cengengesan.\n\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\xf0\x9f\x98\xb9\nhttps://t.co/FEUOjRZdua',Netral
"b'@KompasBola Untuk bwf &amp; nhc,dengar &amp; lihat baik baik ya, official timnas Indonesia hari ini pulang dengan membawa kemenangan &amp; tentu nya NEGATIF CORONA,ingat itu\xf0\x9f\x98\x8f\xf0\x9f\x91\x8a\xf0\x9f\x87\xb2\xf0\x9f\x87\xa8\xf0\x9f\x91\x8d\xf0\x9f\x92\xaa'",Positif
b'faedahnya sejak corona ada warga indonesia beralih menjadi tentara online sosmed.. ada apa2 serang spam dll',Positif
"b'WNI Idap Corona di Singapura, Indonesia Perketat Akses Masuk   Khil4f4h Janji Allah   .\xe2\x9c\x85. #zRKcG https://t.co/GnNZ4mxuHb'",Netral
b'Wah! Ini Yang Terjadi Bila Lockdown Terjadi Di Indonesia Karena Virus Corona! - https://t.co/PHKhwMuMlm https://t.co/1DrmBKBqol',Netral
b'Penyebaran Covid-19 di dunia masih terus bertambah dari hari ke hari. Berikut kabar terbaru Covid-19 secara global termasuk dari Indonesia dan WHO. https://t.co/041JSlVKmB',Positif
"b'Balap sepeda masih harus digelar virtual di tengah pandemi virus corona. Perusahaan asuransi, Prudential Indonesia, kembali menggelar untuk dua tahun beruntun. https://t.co/kiNkSRdIWK'",Netral
b'@AngelycaNayoan https://t.co/zleE87Kwp9 ini ulamanya siapa sih . Tukang nipu kayak gini gak merasa salah membahayakan nyawa orang lain. Dibanding Ahok jauh beda kemana mana. Lagian nasib Indonesia gak ditentukan oleh si tukang tipu ini.',Negatif
"b'Berdasar survei CSIS Indonesia, masih ada sekitar 29,5 persen warga DIY yang tidak percaya kemanjuran\xc2\xa0vaksin Covida-19\n#COVID19 #COVID__19 #COVID\xe3\x83\xbc19 #coronavirus #COVID #CoronaUpdate #Covid_19 #Corona #VirusCorona #updatecorona #pakaimasker\nhttps://t.co/lP51oaZQRl'",Netral
"b'Yuk kita sama-sama mendukung program pemerintah untuk vaksinasi Covid-19 di Indonesia. Bersama kita bisa melawan penyebaran virus corona, vaksinasi aman dan halal. https://t.co/1gx41W8hOh'",Positif
"b'Terbanyak di Jakarta, ini sebaran 5.656 kasus baru Corona di Indonesia. https://t.co/PXeWZZ6erg'",Positif
b'Dear @BTS_twt kalau dah ga ada Corona masukin Indonesia ke list tour konser yah #ARMYCensus Kim Namjoon Kim Seokjin min Yoongi Jung Hoseok Park Jimin Kim Taehyung jeon Jungkook https://t.co/TUBkJi7113',Netral
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak Jadi Perhatian WHO https://t.co/WokFaWIx9M klik y'",Negatif
"b'@hainilulu @25K @abimanyu_azlan @acnewbie harapanku, semoga tahun ini virus corona segera musnah dari Indonesia sehingga Indonesia kembali normal seperti tahun\xc2\xb2 sebelumnya \xf0\x9f\xa4\xb2\xf0\x9f\x8f\xbb\xe2\x98\xba\xef\xb8\x8f'",Negatif
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak menjadi Perhatian WHO https://t.co/ssBGMF0toW #Terbaru #berita #live #nusantara'",Positif
"b""Kenyataan'a banyak sekali WNA yg datang ke Indonesia membawa surat bebas covid tapi ternyata terpapar covid\nJd sudah tepat pemerintah melakukan kebijakan untuk tes ulang saat masuk ke indonesia\n\n https://t.co/Lsm0hrzDb2 https://t.co/MBzWL86TVu""",Positif
"b'Cina, atau Malaysia?"" ya sebab mereka bingung bedain wajah-wajah orang Asia yang menurut mereka mirip.\n\nSetelah tahu saya dari Indo, mereka langsung mengangguk-ngangguk dan sontak berceletuk ""Corona bukan dari mereka (Indonesia) ya,"" entah kenapa saya agak lega dengernya. Soalnya'",Negatif
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak Jadi Perhatian WHO https://t.co/QlI7Drau6n'",Negatif
"b'Varian Corona Ini Sudah Lama di Indonesia, Menkes: Tak Jadi Perhatian WHO https://t.co/5y5xxR9xw9 #TempoTekno'",Negatif
"b'@WagimanDeep212_ Mrka bkn tkut soal corona, tp Takut Indonesia menang mbieb \xf0\x9f\x98\x81'",Positif
"b'@Roehaye Semoga Indonesia  lekas terbebas dari Corona, lekaz bangkit, ekonomi meningkat dan selalu amn, damai dan sentosa \n@SoniaFirdausy \n@riego_chi \n@saya \n@Dzaky_nugraha01'",Positif
"b'Next di bidang pendidikan yang gua rasa pendidikan di masa corona ini kaya kurang pas aja gitu, entah mengapa kaya sistem ini tuh ya gk cocok buat di lakuin di INDONESIA, ya pas sekolah biasa aja ada sebagian murid yang gk terlalu fokus ama pelajarannya'",Positif
"b'Salah satu pemain dari turki kalau gk salah pdhl satu pesawat tapi kenapa dia malah di ijinkan bertanding. Ya itulah dua juga gk tau kenapa\xf0\x9f\x99\x84\xf0\x9f\x98\x84, and entahlah gua kaya ga terlalu percaya aja ama kasus positif corona di Indonesia ini, seperti ditambah2kan gitu ,media pun malah'",Positif
"b'Dan juga tentunya untuk yang mau bekerja keluar negeri pun jadi terhambat ya karena INDONESIA menjadi salah satu negara yang kasus CORONA nya bisa dibilang cukup tinggi ,dan negara lain pun jadi lebih berhati-hati dengan negara kita ya itu berdampak kepada itulah jadi negara lain'",Positif
b'@judajiwa @e100ss @KominfoJatim @BNPB_Indonesia Makanya itu mas serasa ngak adil aja. Macam corona tau mana milih orang yang bisa di suspekin',Positif
b'Komisi Fatwa Majelis Ulama Indonesia Lampu Hijau Penggunaan ASTRAZENECA\n\nMengingat Vaksin dinilai merupakan salah satu upaya MENGENDALIKAN pandemi Virus Corona. https://t.co/XBF7Bns1F4',Positif
b'Vaksin Corona Sinovac Dipastikan Halal\n\nHal ini disampaikan baik oleh Badan Pengawas Obat dan Makanan (BPOM) dan dipertegas fatwa Majelis Ulama Indonesia. https://t.co/5BCSAyx9US',Positif
b'@Cobeh09 Di Indonesia banyak perokok aktif maupun pasif tapi Corona tetap merajalela mas agus',Positif
"b'Balap sepeda masih harus digelar virtual di tengah pandemi virus corona. Perusahaan asuransi, Prudential Indonesia, kembali menggelar untuk dua tahun beruntun. https://t.co/W0VXKB63p9'",Netral
b'Sebaran Kasus Corona Per 19 Maret di Indonesia https://t.co/UAvuc10aIo https://t.co/FX8uhMgMCm',Netral
b'Pelatih Timnas Indonesia Shin Tae-yong Positif\xc2\xa0Corona https://t.co/1Gy6O3XUMQ',Positif
b'Mudah2x an Tim Bulutangkis Indonesia yg ke Orleans Masters 2021 aman dari yg namanya Corona Virus dkk nya.. Amin \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f #badminton #Orleansmasters2021 https://t.co/iYfi64rucv',Positif
"b'Update Data Terbaru Virus Corona di Indonesia Hari ini, Pasien Sembuh Bertambah 5.760 orang https://t.co/3EXEkHyoql https://t.co/pt01UDZKd5'",Positif
"b'Update Data Terbaru Virus Corona di Indonesia Hari ini, Pasien Sembuh Bertambah 5.760 orang https://t.co/7OgDTH6SZ4'",Positif
"b'Hingga hari ini, ada 131.616 kasus aktif Corona di Indonesia https://t.co/FQouEKOktS #Terbaru #berita #kontan #live'",Positif
"b'UPDATE Corona Indonesia, Sabtu (20/3): Tambah 5.656 kasus baru, selalu jaga jarak! https://t.co/zgDt3zScaL #Terbaru #berita #kontan #live'",Positif
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia. #TheFalconAndTheWinterSoldier #FokusPulihkanBangsa https://t.co/3ouTWZXSKO',Netral
"b'Bagi Kami di Indonesia yg namanya Vaksin AstraZeneca sdh di Haramkan oleh @MUIPusat titik\nApe lo ape loooo..\nBabiiiiiiiiiiiiiiiiiiii itu emng Harammmm.\xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xbc\xef\xb8\x8f\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\xf0\x9f\x90\xb7\nMeski Mengandung Babi, Sejumlah Negara Mayoritas Muslim Tetap Pesan Vaksin AstraZeneca https://t.co/ZmGDiGGYX0'",Positif
b'Pandemi virus corona mendorong percepatan pembangunan infrastruktur teknologi informasi dan komunikasi di Indonesia. #TheFalconAndTheWinterSoldier #FokusPulihkanBangsa https://t.co/A434ecOD3Q',Netral
b'Ini Tipe Orang Indonesia Merespon Virus Corona COVID19 - https://t.co/wxisKK2M1K https://t.co/fIntrTctTs',Netral
b'Paru-Paru akan Rusak jika Terpapar Virus Corona? | Indonesia Sehat https://t.co/te2BnA6Geo',Positif
b'Data Terkini Korban Virus Corona di Indonesia pada Maret 2021 https://t.co/6GO4ZPvcf6 #Terbaru #berita #live #merdeka',Positif
"b'UPDATE Corona Indonesia, Sabtu (20/3): Tambah 5.656 kasus baru, selalu jaga jarak. \xc2\xa0 @kontanNews https://t.co/1ZGkSe86Km'",Positif
"b'#Staf Positif Corona, Klub Mewah Milik Trump Ditutup Sebagian - CNN Indonesia #Corona #Korona'",Positif
"b'Malming malming eek yeontan! liat noh corona masih merajalela di indonesia, masih aja lu nongkrong kumpul2 sana sini. Miris'",Negatif
b'@KinandLarasati @Corona_KafirNw Indonesia piye yo https://t.co/wtPVwBKbJN',Netral
"b'Update Corona: Per 20 Maret, Kasus Corona di Indonesia Bertambah 5.656 kasus\n\nSelengkapnya di https://t.co/tAj5F9zaLa.\n\nhttps://t.co/iK3hbjNSpv\n\n#BeritaKadin #updatecorona #Corona #coronavirus #COVID19 #Kadin #KadinuntukIndonesia #KadinIndonesia https://t.co/ygvVFZNxmR'",Netral
b'Kasus baru Covid-19 di Indonesia bertambah 5.656 orang pada Sabtu (20/03). DKI Jakarta menyumbang kasus paling tinggi yaitu 1.937 orang.\n\nhttps://t.co/dD1v7EJ6vg',Positif
"b'#Update Corona RI, Total Kasus Dekati 1,5 Juta Orang News - CNBC Indonesia #Corona #Korona'",Netral
"b'#Positif Corona di Indonesia Jadi 1.455.788, 1.284.725 Orang Sembuh - https://t.co/a9UAqtga5f #Corona #Korona'",Positif
b'@justteeendager pake bahasa korea ya? aku dengernya corona indonesia dong\xf0\x9f\xa5\xb2\xf0\x9f\xa5\xb2',Positif
"b'Shin Tae-Yong Kena Virus Corona, Kabar Baiknya Skuad Timnas Indonesia Negatif #BukanBeritaBiasa \n\nhttps://t.co/tCDs7YBOZl'",Positif
"b'Hingga 20 Maret 2021, Positif Corona di Indonesia Capai 1.455.788 Kasus https://t.co/YPyKFfH3vG'",Positif
b'R.I.P BWF\nWAJARLAH KARENA TEAM MERAH PUTIH ADALAH TEAM UNGGULAN \nBUKAN TAKUT CORONA\nTAPI TAKUT DENGAN TEAM INDONESIA\n#BOIKOTALLENGLAND\n#BOIKOTBWF \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\xf0\x9f\x98\xa1\n#CancelAllEngland2021',Positif
"b'Update Kasus Covid 20 Maret 2021: Positif 5.656, Sembuh 5.760 dan Meninggal 108: Kasus positif Covid-19 di Indonesia masih bertambah. Pada hari Sabtu (20/3) ini, ada 5.656 orang yang terinfeksi virus corona. Sehingga, secara akumulatif total kasus corona\xe2\x80\xa6 https://t.co/QJnk9Orr4E'",Positif
"b'#UPDATE Corona Indonesia, Sabtu (20/3): Tambah 5.656 kasus baru, selalu jaga jarak! - Kontan #Corona #Korona'",Positif
b'#[UPDATE] Virus Corona di Indonesia per 20 Maret 2021: Kasus Aktif Turun Jadi 131.616 Pasien - https://t.co/7Iwj2T0CkO - Pikiran Rakyat #Corona #Korona',Negatif
b'#PM Pakistan Positif Corona Dua Hari Usai Divaksin Sinopharm - CNN Indonesia #Corona #Korona',Positif
b'Kalo mereka orang Indonesia pasti udah dijadiin duta corona sama pemerintah. \nhttps://t.co/pfOGwnmZ0H',Positif
b'Sebaran Kasus Corona Per 19 Maret di Indonesia https://t.co/4oykQ9UUXN https://t.co/xzVWb3AzFw',Netral
b'[UPDATE] Virus Corona di Indonesia per 20 Maret 2021: Kasus Aktif Turun Jadi 131.616 Pasien https://t.co/fdqs5jARng',Negatif
"b'Data per 20  Maret 2021, pasien konfirmasi corona di Indonesia mencapai 1.455.788  orang. Jumlah pasien sembuh 1.284.725  orang dan 39.447  orang lainnya meninggal dunia. \n#BersatuLawanCovid19 #cerdascovid19 #updatecorona #updatecovid19 #corona #viruscorona #covid19 https://t.co/xsqx8Fvdo1'",Netral
"b'BREAKING NEWS Update Corona Indonesia 20 Maret 2021: Tambah 5.656 Kasus, Total 1.455.788 Positif\n \nhttps://t.co/666lw8Ijdf'",Positif
"b'BREAKING NEWS: Update Kasus Corona di Indonesia per 20 Maret 2021, +5.760 Orang Sembuh\n#updatecorona #coronaindonesia #updatecovid #corona #COVID19 #COVID \nhttps://t.co/lmPuoR33cu'",Netral
b'Hari ini pemerintah melaporkan tambahan 5.656 kasus baru COVID-19. Total kasus COVID-19 di Indonesia menjadi 1.455.788. https://t.co/UPxbIrZno6',Positif
"b'Per Sabtu (20/3), kasus COVID-19 di Indonesia bertambah 5.656 orang. #kumparanNews https://t.co/fo5NJN7fld'",Netral
"b'Pelatih Timnas Indonesia Shin Tae-yong dinyatakan positif virus Corona (Covid-19). Menurut PSSI, Tae-yong sebelumnya mengeluhkan tidak enak badan. https://t.co/ka1NUwalJd'",Negatif
"b'@dr_koko28 Iya tega banget, masih aja ada org yg berburuk sangka dgn nakes yg sdh bekerja penuh resiko. Pdhl nakes Indonesia terbanyak yg mnjd korban keganasan Corona.'",Positif
"b'#Shin Tae-Yong Kena Virus Corona, Kabar Baiknya Skuad Timnas Indonesia Negatif - https://t.co/h6dFwk82QT #Corona #Korona'",Positif
"b'Bulan maret 2020 corona masuk ke indonesia, dan lockdown pun terjadi, mengakibatkan sektor pariwisata hancur. Saya bekerja di tour and travel, dan bulan maret itu pun kantor kami terkena dampak corona. Kantor tutup, tidak ada kegiatan sama sekali.'",Negatif
"b'Mutasi virus Corona B117 yang ditemukan di Indonesia berawal dari dua kasus di Karawang, Jawa Barat.\xc2\xa0Simak selengkapnya di #Insight with @desianwar, hari ini pukul 20.30 WIB hanya di https://t.co/ns6OyEQkD6! https://t.co/dI7c7Uerxi'",Positif
b'Spotlight: Lebih dari 15 Ribu Perawat di Indonesia Terjangkit Corona https://t.co/REhdfFNJ0Q https://t.co/WF68MDLvPo',Positif
"b'@ZamidPermadhi @e100ss Beberapa tahun nanti, disaat semua negara\xc2\xb2 lain mengumumkan bahwa CORONA udah lenyap\nTapi...\ndi INDONESIA .. masih ada BERITA UpDate KASUS POSITIF COVID-19, COVID-B117, COVID-DLL, COVID-DKK, COVID-SOS, COVID-SIP, COVIDkadrun\n\nSo.. liat aja kelak\xf0\x9f\x98\x9d'",Negatif
b'yuk kita vaksin dari sekarang untuk indonesia yang lebih sehat bebas dari ancaman Corona #Waspada #mutasibaru #Vaksinasi #TetapDirumahAja https://t.co/uTn8h8IhKF',Positif
b'Yuk kita dukung program pemerintah dalam melawan corona dengan vaksinasi! Indonesia sehat kuat tanpa corona  #Waspada #mutasibaru #Vaksinasi #TetapDirumahAja https://t.co/xY6syByHhu',Positif
"b'penyebaran Corona B117 sudah menyebar sampai Indonesia, jangan khawatir ktia perlu meningkatkan kewaspadaan untuk mencegah penularan virus ini!  #Waspada #mutasibaru #Vaksinasi #TetapDirumahAja https://t.co/3fofblgoNW'",Netral
"b'yuk kita dukung program vaksinasi, Indonesia bisa tanpa Corona!  #Waspada #mutasibaru #Vaksinasi #TetapDirumahAja https://t.co/9Ydsq3SmqL'",Netral
"b'Shin Tae-Yong Kena Virus Corona, Kabar Baiknya Skuad Timnas Indonesia Negatif https://t.co/c8UZFW6byF baca juga berita lainnya di https://t.co/GkwQxScnBB https://t.co/53PD2FHV4Z'",Positif
"b'Waspada jenis corona baru B117 yang lebih menular, tapi kita tidak perlu takut Yuk Indonesia Bisa melawan Covid 19! mari sukseskan program vaksinasi untuk indonesia sehat #Waspada #mutasibaru #Vaksinasi #TetapDirumahAja https://t.co/YidCm4GNEc'",Positif
b'Bhabinkamtibmas Polsek Lengkong Launching Komunitas Tohaga Lodaya Komunitas Karyawan JG Motor Asia Afrika dalam rangka Mencegah Penularan Virus Corona. \n\nKAMI BEKERJA UNTUK ANDA\nANDA DI RUMAH UNTUK SEMUA\nUNTUK INDONESIA\n#POLRIUNTUKINDONESIA\n#POLRICEGAHCORONA https://t.co/ER3jt8SovS',Netral
b'Bhabinkamtibmas Polsek Lengkong Launching Komunitas Tohaga Lodaya Komunitas Senam Lansia  dalam rangka Mencegah Penularan Virus Corona. \n\nKAMI BEKERJA UNTUK ANDA\nANDA DI RUMAH UNTUK SEMUA\nUNTUK INDONESIA\n#POLRIUNTUKINDONESIA\n#POLRICEGAHCORONA https://t.co/0FqABPYqKA',Netral
b'Bhabinkamtibmas Polsek Lengkong Launching Komunitas Tohaga Lodaya Komunitas AGAM RAIDERS  dalam rangka Mencegah Penularan Virus Corona. \n\nKAMI BEKERJA UNTUK ANDA\nANDA DI RUMAH UNTUK SEMUA\nUNTUK INDONESIA\n#POLRIUNTUKINDONESIA\n#POLRICEGAHCORONA https://t.co/KQvUoEWh4P',Netral
"b'Ketua Umum Palang Merah Indonesia (PMI) HM Jusuf Kalla menyatakan masyarakat harus melakukan vaksinasi jika tidak ingin terinfeksi wabah virus corona (COVID-19), yang masih belum diketahui kapan akan berakhir.\n#VaksinasiNasional https://t.co/mFZFidXLb4'",Negatif
"b'@Corona_KafirNw Golek pekoro, ojog"" trikE kadrun buat adu domba Malay n Indo, Malay butuh wilayah tambahan n pingin budaya Indonesia to'",Netral
"b'4. Dari hasil komunikasi dengan pihak-pihak terkait, Desra Percaya menyimpulkan BWF dan panita All England 2021 tidak becus menyelenggarakan turnamen pada masa pandemi virus corona - #AllEngland2021\nhttps://t.co/f0u1M5x5Bb'",Netral
"b'Persatuan Sepak Bola Seluruh Indonesia (PSSI) memastikan pelatih tim nasional (timnas) Indonesia, Shin Tae-yong terinfeksi virus Corona. #KAMUHARUSTAU #ShinTaeyong #PSSI\n\nhttps://t.co/Jx8TJAJXjb'",Positif
"b'@Corona_KafirNw Buat apa memang membangun satu negara dgn semenanjung yg hanya mau menang sendiri baik dlm program ekonomi maupun intoleransi dlm beragama dgn agama yg selalu merasa di zalimi padahal sebaliknya, satu hal dan bukti nyata yg jg sedang berlaku di Indonesia'",Positif
b'Pelatih Timnas Indonesia Shin Tae-yong Positif Corona https://t.co/TwVnP3Ys0c',Positif
"b'@ElFaani @emriipanjohur @cholilnafis Ga nyimak berita ya? Negara2 yg duluan alami pandemi parah kan Iran &amp; Italia. Makanya dua negara itu yg duluan dicekal. Indonesia sejak Februari juga dah pulangkan turis RRC..\n\nhttps://t.co/7KufUIePxI\n\nItu sblm kasus positif pertama lho.\n\nTuh, beda dg hoax yg kmu dapet kan..'",Positif
b'Sebaran Kasus Corona Per 19 Maret di Indonesia https://t.co/LCvEhLfb4P https://t.co/2ULx0uWshr',Netral
b'Sebaran Kasus Corona Per 19 Maret di Indonesia https://t.co/rYRm469NWF',Netral
"b'Pelatih timnas Indonesia, Shin Tae-yong, dipastikan positif terinfeksi virus corona atau Covid-19, Jumat (19/3/2021) malam WIB. https://t.co/z9M0Au8ExL'",Positif
"b'@pemburukebenara @Putrimi51188295 @ReflyHZ Kwkwkkw.....di indonesia nampaknya jenis coronanya,corona antiq,hanya mau ama kerumunan hajatan dan hanya mau amq hrs..'",Positif
"b'Tim Bulutangkis All England 2021 Indonesia bakal kembali ke Tanah Air pada Minggu (21/3), setelah dipaksa mundur akibat diwajibkan isolasi karena satu pesawat dengan penumpang yang terinfeksi virus corona. https://t.co/UcxK58cwBX'",Negatif
"b'Ini Negara Paling Bahagia di Dunia selama Pandemi Corona, Bagaimana Indonesia?\n\n#NegaraPalingBahagia #Pandemi  #COVID19 https://t.co/t62psGWW8y'",Netral
